iter	Logloss
0	0.6623703718
1	0.6269570245
2	0.6014377236
3	0.578637645
4	0.5617497034
5	0.5383715616
6	0.5161938965
7	0.4910112705
8	0.465963253
9	0.446546738
10	0.425344799
11	0.4101279378
12	0.3914520793
13	0.3774057991
14	0.3628692302
15	0.3454818885
16	0.3356240173
17	0.3286654227
18	0.3216287931
19	0.3168618798
20	0.3091767059
21	0.2993253238
22	0.2930601501
23	0.28281009
24	0.2733408789
25	0.2626658354
26	0.255403775
27	0.2490495271
28	0.2438182775
29	0.2363006446
30	0.2343242615
31	0.2287883523
32	0.2234539519
33	0.2188248045
34	0.2132819149
35	0.2042559557
36	0.1996737858
37	0.1953538431
38	0.1891850422
39	0.1819028811
40	0.1763675945
41	0.1720797453
42	0.1698281335
43	0.1675849135
44	0.1621056285
45	0.1571454047
46	0.1525274472
47	0.1499220659
48	0.1465916491
49	0.1429118872
50	0.1395126614
51	0.1371380632
52	0.1351140726
53	0.1320480648
54	0.1297672091
55	0.1265751382
56	0.1226449024
57	0.1205467752
58	0.1166914451
59	0.1147510121
60	0.1121451007
61	0.109017636
62	0.1076510971
63	0.1055284841
64	0.1037000572
65	0.1016954617
66	0.09977962044
67	0.09694113119
68	0.09561717427
69	0.09424377398
70	0.09179160272
71	0.09017498328
72	0.08813685493
73	0.0868244941
74	0.08509184362
75	0.08284818025
76	0.08174882829
77	0.0809671796
78	0.0798132956
79	0.07869141201
80	0.07644858741
81	0.07496233814
82	0.0740128609
83	0.07272227605
84	0.07119491357
85	0.06985947142
86	0.06826256149
87	0.066674104
88	0.0652265076
89	0.06430623457
90	0.06321630387
91	0.06172406723
92	0.06078946276
93	0.0593596518
94	0.05806084888
95	0.05716012551
96	0.05637331191
97	0.0554711567
98	0.0544570129
99	0.05370918843
100	0.05282459292
101	0.05155913159
102	0.05056746726
103	0.05017654813
104	0.04908224584
105	0.04849391745
106	0.04744365571
107	0.04677736772
108	0.04589642692
109	0.04520621896
110	0.04449101496
111	0.04358901944
112	0.04286998312
113	0.04222883164
114	0.04153536057
115	0.0408833971
116	0.04037139217
117	0.03968944392
118	0.03894788995
119	0.03854075157
120	0.03790971484
121	0.037327697
122	0.03685541161
123	0.03637448996
124	0.03576976744
125	0.03520315666
126	0.03477849513
127	0.03430029303
128	0.03377693006
129	0.03327767754
130	0.03294411802
131	0.03242062388
132	0.03196620151
133	0.03151489215
134	0.03109759746
135	0.03067579853
136	0.03022751365
137	0.02979559633
138	0.02953192443
139	0.02912086277
140	0.02877202452
141	0.02831372014
142	0.02793700302
143	0.0275726765
144	0.02717862044
145	0.02683646439
146	0.02653437236
147	0.02619293293
148	0.02581774108
149	0.02553845425
150	0.02518155602
151	0.02483765439
152	0.02457969543
153	0.02432949839
154	0.02400520229
155	0.02370530112
156	0.02339816857
157	0.02309996951
158	0.02290886525
159	0.0226214645
160	0.02234108595
161	0.02205555331
162	0.02184923366
163	0.02165087813
164	0.02139709281
165	0.02115476388
166	0.02096882098
167	0.02080894272
168	0.02057302097
169	0.02032982243
170	0.02009890866
171	0.01989823427
172	0.01970412143
173	0.01949246842
174	0.01930733892
175	0.01912639178
176	0.01895053494
177	0.01877864357
178	0.01861094178
179	0.01845974076
180	0.01829732168
181	0.01813765775
182	0.01798265566
183	0.01783126729
184	0.01768344769
185	0.01753858783
186	0.01739667253
187	0.01726229187
188	0.01712518376
189	0.01699020954
190	0.01686112179
191	0.0167310829
192	0.0166069602
193	0.01648261626
194	0.01636314044
195	0.01624134771
196	0.01612205077
197	0.01600492549
198	0.01589111375
199	0.01577883601
200	0.01566837701
201	0.01555893096
202	0.01545203835
203	0.01534564009
204	0.01519301399
205	0.01504426025
206	0.01490205421
207	0.01480352394
208	0.01470751502
209	0.01457155721
210	0.01447853845
211	0.01438771087
212	0.01425698604
213	0.0141693827
214	0.01408351552
215	0.013994698
216	0.01391134217
217	0.01378905442
218	0.01370747849
219	0.01362282015
220	0.01354417308
221	0.01346216583
222	0.0133395842
223	0.01323929127
224	0.01312861859
225	0.01301488806
226	0.01291613221
227	0.01284182815
228	0.01274613265
229	0.01263773227
230	0.01254975419
231	0.01246461443
232	0.01239441412
233	0.01232529524
234	0.01224384728
235	0.0121426938
236	0.01206362424
237	0.01199841795
238	0.01192222448
239	0.01182522297
240	0.01175397475
241	0.01169856253
242	0.01162648929
243	0.01156513533
244	0.011511993
245	0.01146001872
246	0.0113917972
247	0.01133248171
248	0.01125040937
249	0.01118142811
250	0.01112409492
251	0.01106796148
252	0.01100194472
253	0.01091694956
254	0.01087099473
255	0.01082619912
256	0.01076681316
257	0.01071298352
258	0.01063325615
259	0.01057390664
260	0.01053130478
261	0.01047549956
262	0.01043408822
263	0.01038034175
264	0.01033026468
265	0.01028139692
266	0.01022568844
267	0.01017770987
268	0.01012258386
269	0.0100824371
270	0.01004279295
271	0.01000426083
272	0.009957060425
273	0.009909393266
274	0.009863223063
275	0.00981290447
276	0.009766002506
277	0.009694975718
278	0.009643879036
279	0.009607855251
280	0.009579347022
281	0.009544301716
282	0.009500464487
283	0.009441613996
284	0.009400012934
285	0.009364235567
286	0.00930085118
287	0.009253941518
288	0.00922150616
289	0.00918994073
290	0.009149359725
291	0.009109338683
292	0.009070473237
293	0.009031926696
294	0.008998861878
295	0.008940013881
296	0.008896460674
297	0.008866720119
298	0.008842635403
299	0.008814066762
